contin_Number,EM_series,pre,post,type,sections,partner_Number,post1,post2,post3,post4
3501,N2Y,CA05,[vBWML22],chemical,1,1,[vBWML22],,,
3502,N2Y,CP05,gonad,chemical,5,1,gonad,,,
3503,N2Y,PVZ,CA06,chemical,1,1,CA06,,,
3504,N2Y,HOB,"[CP01],CP05",chemical,2,2,[CP01],CP05,,
3505,N2Y,R5BR,PDC,chemical,4,1,PDC,,,
3506,N2Y,CP05,"vBWML22,[CP01]",chemical,2,2,vBWML22,[CP01],,
3507,N2Y,CP05,"[vBWML22],CA05",chemical,2,2,[vBWML22],CA05,,
3508,N2Y,CP05,[vBWML22],chemical,2,1,[vBWML22],,,
3509,N2Y,CP05,"CP06,gonad",chemical,6,2,CP06,gonad,,
3510,N2Y,CP05,"PCCL,gonad,PCBL",chemical,4,3,PCCL,gonad,PCBL,
3511,N2Y,CP05,"[CP04],[vBWMR24]",chemical,8,2,[CP04],[vBWMR24],,
3512,N2Y,CP05,"SPCR,[CP04]",chemical,1,2,SPCR,[CP04],,
3513,N2Y,DVE,CP05,chemical,1,1,CP05,,,
3514,N2Y,HOB,"CP06,CP05",chemical,1,2,CP06,CP05,,
3515,N2Y,PDER,"VB10,DVA",chemical,1,2,VB10,DVA,,
3516,N2Y,VB09,"VB10,VD11",chemical,2,2,VB10,VD11,,
3517,N2Y,VB10,"[vBWML21],VB09",chemical,1,2,[vBWML21],VB09,,
3518,N2Y,VB09,"VB10,[vBWML21]",chemical,2,2,VB10,[vBWML21],,
3519,N2Y,VB10,dglR2,chemical,1,1,dglR2,,,
3520,N2Y,VB10,[vBWML23],chemical,1,1,[vBWML23],,,
3521,N2Y,VA12,"VB10,[vBWMR21]",chemical,1,2,VB10,[vBWMR21],,
3522,N2Y,VA11,"PVV,[vBWML22],VB10,PVY,VD11",chemical,3,5,PVV,[vBWML22],VB10,
3523,N2Y,VB10,"VA11,[vBWML22],PVY",chemical,2,3,VA11,[vBWML22],PVY,
3524,N2Y,VB10,[dglR3],chemical,1,1,[dglR3],,,
3527,N2Y,VB10,[vBWML22],chemical,2,1,[vBWML22],,,
3528,N2Y,VA11,"VD12,VB10",chemical,1,2,VD12,VB10,,
3529,N2Y,VB10,[vBWML22],chemical,2,1,[vBWML22],,,
3530,N2Y,VB10,[vBWMR21],chemical,1,1,[vBWMR21],,,
3531,N2Y,VB10,"DD06,[vBWMR21]",chemical,3,2,DD06,[vBWMR21],,
3532,N2Y,VB10,[vBWML22],chemical,2,1,[vBWML22],,,
3533,N2Y,VB10,[vBWMR21],chemical,2,1,[vBWMR21],,,
3534,N2Y,VA12,"[vBWML22],VB10",chemical,1,2,[vBWML22],VB10,,
3535,N2Y,VB10,"vBWMR23,VB08",chemical,2,2,vBWMR23,VB08,,
3536,N2Y,AVKL,"VB10,ailR",chemical,2,2,VB10,ailR,,
3537,N2Y,VB11,"ailR,unk4649,VB10",chemical,1,3,ailR,unk4649,VB10,
3538,N2Y,unk772,[vBWMR23],chemical,1,1,[vBWMR23],,,
3539,N2Y,CA07,hyp,chemical,1,1,hyp,,,
3540,N2Y,CA07,hyp,chemical,1,1,hyp,,,
3541,N2Y,CA07,"hyp,AVJR",chemical,1,2,hyp,AN2b,,
3542,N2Y,CA09,dglL2,chemical,1,1,dglL2,,,
3543,N2Y,PDER,"DVA,AVKL,PDER",chemical,2,3,DVA,AVKL,PDER,
3544,N2Y,AVKL,PDER,chemical,1,1,PDER,,,
3545,N2Y,PDER,"AVKL,hyp",chemical,3,2,AVKL,hyp,,
3546,N2Y,PDER,"AVKL,PVR ,VD12",chemical,2,3,AVKL,PVR ,VD12,
3547,N2Y,DVB,"PVT,DD06",chemical,1,2,PVT,DD06,,
3548,N2Y,DVB,"[AVL],PVU",chemical,2,2,[AVL],PVU,,
3549,N2Y,DVB,"[AVL],PVU,PVNR",chemical,1,3,[AVL],PVU,PVNR,
3550,N2Y,PVNR,[AVL],chemical,1,1,[AVL],,,
3551,N2Y,PVNR,"[AVL],VD12",chemical,1,2,[AVL],VD12,,
3552,N2Y,VA12,"PVV,VB11",chemical,1,2,PVV,VB11,,
3553,N2Y,AVKL,"VB09,hyp",chemical,1,2,VB09,hyp,,
3554,N2Y,[AVL],unk4592,chemical,1,1,unk4592,,,
3555,N2Y,AVKL,ailR,chemical,2,1,ailR,,,
3556,N2Y,CA09,"CA08,hyp",chemical,1,2,CA08,hyp,,
3557,N2Y,DVA,"PDEL,DB06",chemical,2,2,PDEL,DB06,,
3558,N2Y,PDEL,"DVA,ailR",chemical,2,2,DVA,ailR,,
3559,N2Y,VB11,[vBWMR23],chemical,1,1,[vBWMR23],,,
3560,N2Y,VB10,"[vBWMR23],VB11",chemical,1,2,[vBWMR23],VB11,,
3561,N2Y,VB11,ailR,chemical,1,1,ailR,,,
3562,N2Y,VB11,[vBWMR23],chemical,2,1,[vBWMR23],,,
3563,N2Y,VB11,vBWMR23,chemical,2,1,vBWMR23,,,
3564,N2Y,VB11,[vBWML22],chemical,1,1,[vBWML22],,,
3565,N2Y,VB11,vBWMR23,chemical,1,1,vBWMR23,,,
3566,N2Y,VB11,"vBWMR23,PVV",chemical,3,2,vBWMR23,PVV,,
3567,N2Y,VB11,ailR,chemical,1,1,ailR,,,
3568,N2Y,VB11,"[vBWML22],ailR",chemical,1,2,[vBWML22],ailR,,
3569,N2Y,VA12,"VD13,VB11",chemical,1,2,VD13,VB11,,
3570,N2Y,VB11,"[vBWML22],VA12,ailR",chemical,3,3,[vBWML22],VA12,ailR,
3573,N2Y,VA12,"VD13,VB11",chemical,1,2,VD13,VB11,,
3574,N2Y,VB11,"PVV,DD06,[vBWML22],[vBWMR23]",chemical,2,4,PVV,DD06,[vBWML22],[vBWMR23]
3575,N2Y,VB11,ailR,chemical,1,1,ailR,,,
3576,N2Y,VB11,"VD13,[vBWMR23],ailR",chemical,1,3,VD13,[vBWMR23],ailR,
3577,N2Y,VB11,"[vBWMR23],ailR",chemical,1,2,[vBWMR23],ailR,,
3578,N2Y,VB11,[vBWMR23],chemical,1,1,[vBWMR23],,,
3579,N2Y,VB11,ailR,chemical,1,1,ailR,,,
3580,N2Y,VB11,"VA12,VD13,[vBWML22]",chemical,1,3,VA12,VD13,[vBWML22],
3581,N2Y,VB11,ailR,chemical,2,1,ailR,,,
3582,N2Y,VA12,"VB11,DB07,DA08",chemical,3,3,VB11,DB07,DA08,
3583,N2Y,VB11,ailR,chemical,2,1,ailR,,,
3584,N2Y,VB11,ailR,chemical,1,1,ailR,,,
3585,N2Y,VD11,"VA11,VA12",chemical,1,2,VA11,VA12,,
3586,N2Y,VA12,"VB10,ailR",chemical,1,2,VB10,ailR,,
3587,N2Y,VA12,"ailR,DA09",chemical,1,2,ailR,DA09,,
3588,N2Y,VA12,"ailR,DA09",chemical,1,2,ailR,DA09,,
3589,N2Y,VA12,"VB10,DA09,PVCR,PVWR",chemical,1,4,VB10,DA09,PVCR,PVWR
3590,N2Y,VA12,"[vBWML22],VB10",chemical,1,2,[vBWML22],VB10,,
3591,N2Y,VA12,"PVV,VB10",chemical,1,2,PVV,VB10,,
3592,N2Y,VA12,"VB10,DA09",chemical,1,2,VB10,DA09,,
3593,N2Y,VA11,"VA12,VD12,[vBWML22],VB10",chemical,2,4,VA12,VD12,[vBWML22],VB10
3594,N2Y,VA12,"VA11,DA09",chemical,1,2,VA11,DA09,,
3595,N2Y,VB10,"vBWML22,VA12",chemical,2,2,vBWML22,VA12,,
3596,N2Y,VA12,DA09,chemical,1,1,DA09,,,
3597,N2Y,VA12,"ailR,VD12,DA08",chemical,2,3,ailR,VD12,DA08,
3598,N2Y,VD13,"DB07,VA12",chemical,2,2,DB07,VA12,,
3600,N2Y,VA12,"VB11,DB07,PVCL",chemical,1,3,VB11,DB07,PVCL,
3601,N2Y,VA12,"DD06,[vBWML22]",chemical,3,2,DD06,[vBWML22],,
3602,N2Y,VA12,VD13,chemical,1,1,VD13,,,
3603,N2Y,VA12,"PVCR,R3AL",chemical,1,2,PVCR,R3AL,,
3604,N2Y,VA12,"DB07,DA08",chemical,1,2,DB07,DA08,,
3605,N2Y,VA12,"DB07,DA08",chemical,3,2,DB07,DA08,,
3606,N2Y,VA12,"VD13,[vBWMR23]",chemical,2,2,VD13,[vBWMR23],,
3608,N2Y,VA12,"DB07,DA08",chemical,3,2,DB07,DA08,,
3609,N2Y,VA12,"DB07,DA08,VB11",chemical,3,3,DB07,DA08,VB11,
3610,N2Y,VA12,"DB07,DA08",chemical,3,2,DB07,DA08,,
3611,N2Y,VA12,"DB07,DA09",chemical,7,2,DB07,DA09,,
3612,N2Y,VA12,DA09,chemical,2,1,DA09,,,
3613,N2Y,VD13,"VD13,[vBWMR23]",chemical,1,2,VD13,[vBWMR23],,
3614,N2Y,VD13,"[vBWMR23],unk772",chemical,1,2,[vBWMR23],unk772,,
3615,N2Y,VD13,"VD13,[vBWMR23]",chemical,1,2,VD13,[vBWMR23],,
3616,N2Y,VB11,"VD13,[vBWML22]",chemical,1,2,VD13,[vBWML22],,
3618,N2Y,CA07,"AVHL,PHCL,HOA",chemical,1,3,AN1a,PHCL,HOA,
3619,N2Y,PCAR,"AVHL,AVG,HOA",chemical,1,3,AN1a,AVG,HOA,
3620,N2Y,AVKR,ailL,chemical,2,1,ailL,,,
3621,N2Y,unk2830,"hyp,AVJR",chemical,1,2,hyp,AN2b,,
3623,N2Y,AVJR,"hyp,gonad",chemical,1,2,hyp,gonad,,
3624,N2Y,AVKR,ailL,chemical,3,1,ailL,,,
3625,N2Y,unk2830,hyp,chemical,1,1,hyp,,,
3626,N2Y,AVKR,"unk3069[CAn],hyp",chemical,1,2,unk3069[CAn],hyp,,
3627,N2Y,unk2830,"CP05,PVQR",chemical,1,2,CP05,PVQR,,
3628,N2Y,CA07,"PHBR,PHBL",chemical,1,2,PHBR,PHBL,,
3629,N2Y,VA11,VD11,chemical,1,1,VD11,,,
3630,N2Y,VD11,dglL1,chemical,1,1,dglL1,,,
3632,N2Y,VD11,"dglL1,VB10",chemical,2,2,dglL1,VB10,,
3633,N2Y,VD11,[vBWML21],chemical,1,1,[vBWML21],,,
3634,N2Y,VD11,"[vBWML21],VA11",chemical,1,2,[vBWML21],VA11,,
3635,N2Y,VD11,[vBWML21],chemical,3,1,[vBWML21],,,
3636,N2Y,VD11,[dglR2],chemical,1,1,[dglR2],,,
3637,N2Y,VD11,[dglR2],chemical,1,1,[dglR2],,,
3638,N2Y,VA11,"VD11,DD06,VB10",chemical,1,3,VD11,DD06,VB10,
3639,N2Y,VD11,[vBWML22],chemical,1,1,[vBWML22],,,
3640,N2Y,VD11,[vBWML22],chemical,2,1,[vBWML22],,,
3641,N2Y,VD11,[vBWML22],chemical,1,1,[vBWML22],,,
3642,N2Y,VD11,[vBWML23],chemical,1,1,[vBWML23],,,
3643,N2Y,VD11,[vBWML23],chemical,1,1,[vBWML23],,,
3644,N2Y,VD11,"[vBWMR22],VB10",chemical,2,2,[vBWMR22],VB10,,
3645,N2Y,VD11,[vBWMR21],chemical,1,1,[vBWMR21],,,
3646,N2Y,VD11,vBWMR21,chemical,2,1,vBWMR21,,,
3647,N2Y,VD11,"[vBWML22],PVV",chemical,1,2,[vBWML22],PVV,,
3648,N2Y,AVDL,"AVAR,AVAL",chemical,1,2,AVAR,AVAL,,
3649,N2Y,AVDL,"AVAR,unk3365",chemical,1,2,AVAR,unk3365,,
3651,N2Y,AVDR,"AVAR,PVCL,AVAL,DA08",chemical,1,4,AVAR,PVCL,AVAL,DA08
3652,N2Y,AVAL,"PVCL,DA08",chemical,2,2,PVCL,DA08,,
3653,N2Y,VB09,"DD06,dglR1",chemical,1,2,DD06,dglR1,,
3654,N2Y,VB09,[vBWML21],chemical,1,1,[vBWML21],,,
3655,N2Y,VB09,dglR2,chemical,1,1,dglR2,,,
3656,N2Y,VB09,"VB10,dglR2",chemical,2,2,VB10,dglR2,,
3657,N2Y,DA09,ailL,chemical,1,1,ailL,,,
3658,N2Y,PDEL,"VB09,DVA,AVKL",chemical,1,3,VB09,DVA,AVKL,
3659,N2Y,PVV,[vBWMR21],chemical,1,1,[vBWMR21],,,
3660,N2Y,VA11,unk4985,chemical,2,1,unk4985,,,
3661,N2Y,CA08,vBWML20,chemical,1,1,vBWML20,,,
3662,N2Y,CA09,"dglL2,CA09",chemical,1,2,dglL2,CA09,,
3663,N2Y,unk4733[hyp],dglL2,chemical,1,1,dglL2,,,
3664,N2Y,CA09,[vBWML22],chemical,1,1,[vBWML22],,,
3665,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3666,N2Y,VD13,[vBWML22],chemical,2,1,[vBWML22],,,
3667,N2Y,VD13,vBWMR24,chemical,1,1,vBWMR24,,,
3668,N2Y,VD13,[vBWMR23],chemical,1,1,[vBWMR23],,,
3669,N2Y,VD13,"[vBWMR23],ailR",chemical,1,2,[vBWMR23],ailR,,
3670,N2Y,VD13,[vBWMR23],chemical,2,1,[vBWMR23],,,
3671,N2Y,VD13,"[vBWML22],[vBWMR23]",chemical,2,2,[vBWML22],[vBWMR23],,
3672,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3673,N2Y,VD13,[vBWML22],chemical,3,1,[vBWML22],[vBWML22],,
3674,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3675,N2Y,VD13,unk4750,chemical,1,1,unk4750,,,
3676,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3677,N2Y,VD13,"[vBWML22],PVY",chemical,3,2,[vBWML22],PVY,,
3678,N2Y,VD13,[vBWML22],chemical,3,1,[vBWML22],,,
3679,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3682,N2Y,PVV,"[vBWML22],VA12,VD13",chemical,1,3,[vBWML22],VA12,VD13,
3683,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3684,N2Y,VD13,[vBWML22],chemical,1,1,[vBWML22],,,
3685,N2Y,VD13,ailR,chemical,1,1,ailR,,,
3686,N2Y,VD13,"VD12,PVZ",chemical,1,2,VD12,PVZ,,
3687,N2Y,SPCL,"gonad,PCCL",chemical,1,2,gonad,PCCL,,
3688,N2Y,VD12,[vBWMR23],chemical,1,1,[vBWMR23],,,
3689,N2Y,VD12,[vBWML22],chemical,1,1,[vBWML22],,,
3691,N2Y,VD12,[vBWML22],chemical,1,1,[vBWML22],,,
3692,N2Y,VD12,vBWMR23,chemical,1,1,vBWMR23,,,
3694,N2Y,VD12,[vBWML20],chemical,1,1,[vBWML20],,,
3695,N2Y,VD12,[vBWML20],chemical,1,1,[vBWML20],,,
3696,N2Y,VD12,[vBWMR21],chemical,1,1,[vBWMR21],,,
3697,N2Y,VD12,[vBWML22],chemical,3,1,[vBWML22],,,
3698,N2Y,VD12,ailR,chemical,2,1,ailR,,,
3699,N2Y,VD12,"[vBWML20],[vBWMR21],[vBWML22]",chemical,3,3,[vBWML20],[vBWMR21],[vBWML22],
3700,N2Y,VD12,unk3806,chemical,1,1,unk3806,,,
3701,N2Y,VD12,[vBWML20],chemical,1,1,[vBWML20],,,
3702,N2Y,VD12,[vBWMR21],chemical,2,1,[vBWMR21],,,
3703,N2Y,VD12,[vBWMR21],chemical,2,1,[vBWMR21],,,
3704,N2Y,VD12,vBWML22,chemical,1,1,vBWML22,,,
3706,N2Y,VD12,vBWML22,chemical,1,1,vBWML22,,,
3707,N2Y,VD12,vBWML22,chemical,1,1,vBWML22,,,
3708,N2Y,R3BR,"unk807[RnBR],unk228[EFn]",chemical,2,2,unk807[RnBR],unk228[EFn],,
3709,N2Y,unk807[RnBR],"PVV,[CA04]",chemical,3,2,PVV,[CA04],,
3710,N2Y,R3BR,"unk807[RnBR],unk228[EFn]",chemical,1,2,unk807[RnBR],unk228[EFn],,
3711,N2Y,unknown100,"DB07,PDB",chemical,1,2,DB07,PDB,,
3712,N2Y,unknown100,"DB07,PDB",chemical,1,2,DB07,PDB,,
3713,N2Y,unknown100,"R3BR,EF2",chemical,1,2,R3BR,EF2,,
3714,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
3715,N2Y,R3AL,R1AL,chemical,3,1,R1AL,,,
3716,N2Y,R3AL,R1AL,chemical,2,1,R1AL,,,
3717,N2Y,R3BL,R1AL,chemical,5,1,R1AL,,,
3718,N2Y,R5BL,R2AL,chemical,1,1,R2AL,,,
3719,N2Y,R3BL,R1AL,chemical,3,1,R1AL,,,
3720,N2Y,R4AL,R1AL,chemical,1,1,R1AL,,,
3721,N2Y,R1BL,"R2AL,R1AL",chemical,1,2,R2AL,R1AL,,
3722,N2Y,unknown100,"PVNR,EF3",chemical,5,2,PVNR,EF3,,
3723,N2Y,[PVDR],"AVAR,AVDL",chemical,1,2,AVAR,AVDL,,
3724,N2Y,AVFR,[PVDL],chemical,1,1,[PVDL],,,
3725,N2Y,R4AL,R1AL,chemical,2,1,R1AL,,,
3726,N2Y,PVV,"[PVDR],AVAL",chemical,1,2,[PVDR],AVAL,,
3727,N2Y,R4AL,"R1BL,R2AL",chemical,1,2,R1BL,R2AL,,
3728,N2Y,R4AL,R6AL,chemical,1,1,R6AL,,,
3729,N2Y,PLML,R1AL,chemical,4,1,R1AL,,,
3730,N2Y,R4BL,R1AL,chemical,1,1,R1AL,,,
3731,N2Y,R4AL,"R6AL,R2AL",chemical,2,2,R6AL,R2AL,,
3732,N2Y,R2AL,R4AL,chemical,1,1,R4AL,,,
3733,N2Y,R4AL,dglL7,chemical,1,1,dglL7,,,
3734,N2Y,R2AL,R4AL,chemical,1,1,R4AL,,,
3735,N2Y,R4AL,"dglL7,R2AL",chemical,5,2,dglL7,R2AL,,
3736,N2Y,R2AL,R4AL,chemical,1,1,R4AL,,,
3737,N2Y,R2AL,R4AL,chemical,4,1,R4AL,,,
3738,N2Y,R3AL,R2AL,chemical,2,1,R2AL,,,
3739,N2Y,R3AL,R4AL,chemical,1,1,R4AL,,,
3740,N2Y,R3AL,R4AL,chemical,1,1,R4AL,,,
3741,N2Y,R2AL,R4AL,chemical,1,1,R4AL,,,
3742,N2Y,R2AL,R4AL,chemical,2,1,R4AL,,,
3743,N2Y,R2AL,R4AL,chemical,2,1,R4AL,,,
3744,N2Y,R2AL,R4AL,chemical,2,1,R4AL,,,
3745,N2Y,R2AL,R4AL,chemical,5,1,R4AL,,,
3746,N2Y,R1BL,"R1AL,hyp",chemical,2,2,R1AL,hyp,,
3747,N2Y,R4AL,polL,chemical,1,1,polL,,,
3748,N2Y,R4AL,R1AL,chemical,1,1,R1AL,,,
3749,N2Y,R4AL,polL,chemical,2,1,polL,,,
3750,N2Y,R4AL,R6AL,chemical,1,1,R6AL,,,
3751,N2Y,R3BL,"R1AL,R4AL",chemical,2,2,R1AL,R4AL,,
3752,N2Y,R2BL,"R4AL,R1AL,R1BL",chemical,2,3,R4AL,R1AL,R1BL,
3753,N2Y,R2BL,"R7AL,R3AL,R6BL",chemical,2,3,R7AL,R3AL,R6BL,
3755,N2Y,R2BL,"R3AL,R6AL",chemical,1,2,R3AL,R6AL,,
3756,N2Y,R2BL,"R3AL,R6AL",chemical,2,2,R3AL,R6AL,,
3757,N2Y,R2BL,R3AL,chemical,2,1,R3AL,,,
3758,N2Y,R2BL,R3AL,chemical,2,1,R3AL,,,
3759,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3761,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3762,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3763,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3764,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3765,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3766,N2Y,R3AL,polL,chemical,1,1,polL,,,
3767,N2Y,R3AL,polL,chemical,1,1,polL,,,
3768,N2Y,R3BL,R3AL,chemical,1,1,R3AL,,,
3769,N2Y,R6BL,"R3BL,R3AL",chemical,1,2,R3BL,R3AL,,
3770,N2Y,R5BL,R3AL,chemical,1,1,R3AL,,,
3771,N2Y,R5BL,"R3BL,R3AL",chemical,1,2,R3BL,R3AL,,
3772,N2Y,R5BL,R3AL,chemical,1,1,R3AL,,,
3773,N2Y,R3BL,R3AL,chemical,2,1,R3AL,,,
3774,N2Y,unk4816,R3AL,chemical,2,1,R3AL,,,
3776,N2Y,unk4816,R3AL,chemical,1,1,R3AL,,,
3777,N2Y,unk4816,R3AL,chemical,2,1,R3AL,,,
3778,N2Y,R7AL,R3AL,chemical,2,1,R3AL,,,
3779,N2Y,R7AL,R3AL,chemical,2,1,R3AL,,,
3780,N2Y,R4BL,R3AL,chemical,1,1,R3AL,,,
3781,N2Y,R4BL,"R4AL,R3AL",chemical,4,2,R4AL,R3AL,,
3782,N2Y,R4BL,R3AL,chemical,1,1,R3AL,,,
3783,N2Y,R4BL,R3AL,chemical,1,1,R3AL,,,
3784,N2Y,R4BL,R3AL,chemical,1,1,R3AL,,,
3785,N2Y,R4BL,R3AL,chemical,2,1,R3AL,,,
3786,N2Y,R4BL,R3AL,chemical,2,1,R3AL,,,
3787,N2Y,R3BL,R3AL,chemical,1,1,R3AL,,,
3788,N2Y,R2BL,R3AL,chemical,1,1,R3AL,,,
3790,N2Y,R3BL,"R5AL,R6AL",chemical,1,2,R5AL,R6AL,,
3791,N2Y,R3BL,dglL6,chemical,5,1,dglL6,,,
3792,N2Y,R3BL,"R6BL,R3AL",chemical,3,2,R6BL,R3AL,,
3794,N2Y,R6BL,R3BL,chemical,3,1,R3BL,,,
3795,N2Y,R3BL,dglL6,chemical,2,1,dglL6,,,
3798,N2Y,R3BL,"R6BL,R5BL",chemical,2,2,R6BL,R5BL,,
3800,N2Y,R6BL,R3BL,chemical,1,1,R3BL,,,
3807,N2Y,R6BL,R3BL,chemical,5,1,R3BL,,,
3808,N2Y,R3BL,R3AL,chemical,2,1,R3AL,,,
3809,N2Y,R6BL,"R3BL,R1BL",chemical,3,2,R3BL,R1BL,,
3810,N2Y,R3BL,"R6BL,R5AL",chemical,2,2,R6BL,R5AL,,
3811,N2Y,R6BL,R3BL,chemical,1,1,R3BL,,,
3812,N2Y,R6BL,"R5AL,R3BL",chemical,2,2,R5AL,R3BL,,
3813,N2Y,R6BL,"R1BL,R3AL",chemical,1,2,R1BL,R3AL,,
3814,N2Y,R1BL,"R6BL,R3BL",chemical,2,2,R6BL,R3BL,,
3815,N2Y,R5BL,R2AL,chemical,1,1,R2AL,,,
3816,N2Y,R5AL,"R5BL,vBWML22",chemical,1,2,R5BL,vBWML22,,
3817,N2Y,R5BL,"polL,R5AL",chemical,1,2,polL,R5AL,,
3818,N2Y,R5BL,"R5AL,R7AL",chemical,2,2,R5AL,R7AL,,
3820,N2Y,R5BL,cdlL,chemical,1,1,cdlL,,,
3822,N2Y,R5AL,R5BL,chemical,1,1,R5BL,,,
3823,N2Y,R5BL,"R7AL,R5AL",chemical,1,2,R7AL,R5AL,,
3824,N2Y,R5BL,cdlL,chemical,1,1,cdlL,,,
3825,N2Y,R5BL,dBWML23,chemical,1,1,dBWML23,,,
3826,N2Y,R5BL,R6AL,chemical,1,1,R6AL,,,
3828,N2Y,R5BL,cdlL,chemical,2,1,cdlL,,,
3830,N2Y,R5BL,"R7AL,dBWML23",chemical,1,2,R7AL,dBWML23,,
3832,N2Y,R7BL,"dglL7,R4BL",chemical,1,2,dglL7,R4BL,,
3834,N2Y,R3AL,polL,chemical,1,1,polL,,,
3835,N2Y,R5AL,R3AL,chemical,1,1,R3AL,,,
3836,N2Y,R5AL,R7AL,chemical,1,1,R7AL,,,
3837,N2Y,R5AL,unk[5094],chemical,2,1,unk[5094],,,
3839,N2Y,R5AL,R5BL,chemical,1,1,R5BL,,,
3840,N2Y,R6AL,polL,chemical,1,1,polL,,,
3841,N2Y,R5AL,polL,chemical,2,1,polL,,,
3842,N2Y,R6AL,"unk4843,R5AL",chemical,3,2,unk4843,R5AL,,
3843,N2Y,AVFR,"unk807[RnBR],PVCL",chemical,1,2,unk807[RnBR],PVCL,,
3844,N2Y,R4BL,R3AL,chemical,2,1,R3AL,,,
3845,N2Y,R4AL,R2AL,chemical,1,1,R2AL,,,
3846,N2Y,R4AL,"R2AL,R6AL",chemical,2,2,R2AL,R6AL,,
3847,N2Y,R4AL,"R6AL,R1AL",chemical,1,2,R6AL,R1AL,,
3848,N2Y,R4AL,R6AL,chemical,1,1,R6AL,,,
3849,N2Y,R4AL,"R6AL,unk4832",chemical,1,2,R6AL,unk4832,,
3850,N2Y,R4AL,polL,chemical,2,1,polL,,,
3851,N2Y,R4AL,polL,chemical,1,1,polL,,,
3852,N2Y,R3BL,R4BL,chemical,1,1,R4BL,,,
3853,N2Y,R4BL,"R3shL,R3AL,R5shL",chemical,1,3,R3shL,R3AL,R5shL,
3854,N2Y,R4BL,R3AL,chemical,1,1,R3AL,,,
3855,N2Y,R4BL,R1AL,chemical,1,1,R1AL,,,
3857,N2Y,R4BL,R1AL,chemical,1,1,R1AL,,,
3858,N2Y,LUAR,"unk4850,R1BR,PVCR",chemical,1,3,unk4850,R1BR,PVCR,
3859,N2Y,R7BL,R6AL,chemical,2,1,R6AL,,,
3860,N2Y,R7BL,"R1AL,R6AL",chemical,1,2,R1AL,R6AL,,
3861,N2Y,R7AL,"cdlL,R6AL",chemical,1,2,cdlL,R6AL,,
3862,N2Y,R6AL,"R7AL,cdlL",chemical,2,2,R7AL,cdlL,,
3863,N2Y,R6AL,R5BL,chemical,1,1,R5BL,,,
3864,N2Y,R5BL,R6AL,chemical,1,1,R6AL,,,
3865,N2Y,R6AL,"R7AL,unk4853",chemical,1,2,R7AL,unk4853,,
3866,N2Y,R6AL,"R7AL,R5AL",chemical,2,2,R7AL,R5AL,,
3867,N2Y,R6AL,R5AL,chemical,1,1,R5AL,,,
3868,N2Y,R6AL,R5BL,chemical,1,1,R5BL,,,
3869,N2Y,R6AL,R7AL,chemical,1,1,R7AL,,,
3870,N2Y,R6AL,"R7AL,R3AL",chemical,1,2,R7AL,R3AL,,
3871,N2Y,R6AL,[cdlL/polL/vBWML21],chemical,1,1,[cdlL/polL/vBWML21],,,
3872,N2Y,R6AL,"R5AL,R7AL",chemical,3,2,R5AL,R7AL,,
3873,N2Y,R6AL,"[cdlL/polL/vBWML21],R7AL",chemical,2,2,[cdlL/polL/vBWML21],R7AL,,
3874,N2Y,R6AL,"R5BL,R7AL",chemical,1,2,R5BL,R7AL,,
3875,N2Y,R7AL,"R6AL,R7AL",chemical,1,2,R6AL,R7AL,,
3876,N2Y,R6AL,"R7AL,R6AL",chemical,2,2,R7AL,R6AL,,
3877,N2Y,R6AL,[cdlL/polL/vBWML21],chemical,1,1,[cdlL/polL/vBWML21],,,
3878,N2Y,R6AL,R7AL,chemical,1,1,R7AL,,,
3879,N2Y,unk4860,R6AL,chemical,1,1,R6AL,,,
3880,N2Y,R6AL,"unk4860,R5AL",chemical,1,2,unk4860,R5AL,,
3881,N2Y,R4AL,R6AL,chemical,2,1,R6AL,,,
3882,N2Y,R6AL,R5AL,chemical,2,1,R5AL,R5AL,,
3883,N2Y,R6AL,"R5AL,R7AL",chemical,6,2,R5AL,R7AL,,
3884,N2Y,R5AL,R6AL,chemical,2,1,R6AL,,,
3885,N2Y,R6BL,R3AL,chemical,1,1,R3AL,,,
3886,N2Y,R5AL,R6AL,chemical,1,1,R6AL,,,
3887,N2Y,R5AL,R6AL,chemical,1,1,R6AL,,,
3888,N2Y,R5AL,unk4868,chemical,1,1,unk4868,,,
3889,N2Y,[CA04],"hyp,hyp",chemical,1,2,hyp,hyp,,
3890,N2Y,unk3069[CAn],hyp,chemical,1,1,hyp,,,
3892,N2Y,R7BL,"R7shL,PHAL",chemical,1,2,R7shL,PHAL,,
